학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000025726,아산테크노중학교,중학교,2017-03-01,공립,본교,운영,충청남도 아산시 둔포면 석곡리 1782,충청남도 아산시 둔포면 아산밸리북로 32. 아산테크노중학교 (둔포면),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2018-08-22,36.92648648,127.0517466,2018-09-10,B090027,한국교육개발원
B000002533,동항초등학교,초등학교,1939-04-01,공립,본교,운영,부산광역시 남구 감만동 312,부산광역시 남구 우암로 42. 동항초등학교 (감만동. 동항초등학교),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2018-08-22,35.11429749,129.0825604,2018-09-10,B090027,한국교육개발원
B000026689,별가람초등학교,초등학교,2015-03-01,공립,본교,운영,경기도 남양주시 별내동 920,경기도 남양주시 별내3로 173. 별가람초등학교 (별내동),7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2018-08-22,37.65404379,127.1243411,2018-09-10,B090027,한국교육개발원
B000011812,부산기계공업고등학교,고등학교,1967-03-11,국립,본교,운영,부산광역시 해운대구 우동 471 부산기계공업고등학교,부산광역시 해운대구 해운대로 569(우동),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2018-08-22,35.16210158,129.154384,2018-09-10,B090027,한국교육개발원
B000004731,광사초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 양주시 광사동 660,경기도 양주시 고읍남로191번길 12. 광사초등학교 (광사동),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2018-08-22,37.79113573,127.0837993,2018-09-10,B090027,한국교육개발원
B000005377,강내초등학교,초등학교,1928-03-01,공립,본교,운영,충청북도 청주시 흥덕구 강내면 다락리 348-1,충청북도 청주시 흥덕구 강내면 태성탑연로 117. 강내초등학교 (강내면),8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2018-08-22,36.59702511,127.356827,2018-09-10,B090027,한국교육개발원
B000007805,유어초등학교,초등학교,1926-10-01,공립,본교,운영,경상남도 창녕군 유어면 부곡리 481,경상남도 창녕군 유어면 마수원길 39(유어면. 유어초등학교),9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2018-08-22,35.50887408,128.4109906,2018-09-10,B090027,한국교육개발원
B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1. 상명사대부속초등학교 (홍지동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2018-08-22,37.60075792,126.9563523,2018-09-10,B090027,한국교육개발원
B000011393,부산산업과학고등학교,고등학교,1970-03-26,공립,본교,운영,부산광역시 강서구 봉림동 15,부산광역시 강서구 가락대로 1393 (봉림동.부산산업과학고등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.18841821,128.9034374,2018-09-10,B090027,한국교육개발원
B000012159,브니엘고등학교,고등학교,1963-09-15,사립,본교,운영,부산광역시 금정구 구서동 50-1,부산광역시 금정구 체육공원로 154 (구서동),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2018-08-22,35.25554187,129.1035399,2018-09-10,B090027,한국교육개발원
B000008556,부곡중학교,중학교,1969-11-10,공립,본교,운영,부산광역시 금정구 부곡동 산 56-3,부산광역시 금정구 동부곡로 15번길 102-20 (부곡동. 부곡중학교),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2018-08-22,35.23086573,129.0959307,2018-09-10,B090027,한국교육개발원
B000008523,성동중학교,중학교,1972-06-03,공립,본교,운영,부산광역시 남구 문현동 791,부산광역시 남구 남동천로 38 (문현동),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2018-08-22,35.14088553,129.0657423,2018-09-10,B090027,한국교육개발원
B000026692,한별중학교,중학교,2014-09-01,공립,본교,운영,경기도 남양주시 별내동 1055,경기도 남양주시 별내4로 70(별내동),7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2018-08-22,37.64861577,127.1190463,2018-09-10,B090027,한국교육개발원
B000011942,동국대학교사범대학부속고등학교,고등학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201. 동국대학교사범대학부속고등학교 (장안동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2018-08-22,37.57749539,127.0744645,2018-09-10,B090027,한국교육개발원
B000011220,수동중학교,중학교,1954-07-03,공립,본교,운영,경상남도 함양군 수동면 화산리 1010,경상남도 함양군 수동면 수동내동길 19(수동면),9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2018-08-22,35.52403298,127.7893568,2018-09-10,B090027,한국교육개발원
B000013537,서대전여자고등학교,고등학교,1984-03-02,사립,본교,운영,대전광역시 서구 도마동 420-3,대전광역시 서구 배재로197번길 20. 서대전여자고등학교 (도마동. 서대전여자고등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2018-08-22,36.32668138,127.3687101,2018-09-10,B090027,한국교육개발원
B000026780,갈매중학교,중학교,2016-06-01,공립,본교,운영,경기도 구리시 갈매동 382-5,경기도 구리시 갈매순환로 121 (갈매동),7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2018-08-22,37.63089738,127.1200522,2018-09-10,B090027,한국교육개발원
B000010164,청남중학교,중학교,1983-03-10,공립,본교,운영,충청남도 청양군 청남면 청소리 218-1,충청남도 청양군 청남면 명덕로 207-10. 청남중학교 (청남면. 청남중학교),8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2018-08-22,36.35490381,126.9509737,2018-09-10,B090027,한국교육개발원
B000010166,홍성중학교,중학교,1935-09-03,공립,본교,운영,충청남도 홍성군 홍성읍 고암리 560,충청남도 홍성군 홍성읍 충절로 994(홍성읍),8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2018-08-22,36.59701095,126.6730677,2018-09-10,B090027,한국교육개발원
B000009832,영월중학교,중학교,1946-09-18,공립,본교,운영,강원도 영월군 영월읍 영흥리 716-1,강원도 영월군 영월읍 오무개길 51(영월읍. 영월중고등학교),7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2018-08-22,37.19116763,128.4720494,2018-09-10,B090027,한국교육개발원
B000009833,봉래중학교,중학교,1982-03-05,공립,본교,운영,강원도 영월군 영월읍 덕포리 374,강원도 영월군 영월읍 중리1길 172-17(영월읍. 봉래중학교),7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2018-08-22,37.18181687,128.485479,2018-09-10,B090027,한국교육개발원
B000009840,옥동중학교,중학교,1971-12-31,공립,본교,운영,강원도 영월군 김삿갓면 옥동리 402,강원도 영월군 김삿갓면 영월동로 1664(김삿갓면.옥동중학교),7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2018-08-22,37.12816564,128.5705668,2018-09-10,B090027,한국교육개발원
B000010760,경안여자중학교,중학교,1965-03-09,사립,본교,운영,경상북도 안동시 금곡동 1,경상북도 안동시 금곡윗4길 47 (금곡동),8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2018-08-22,36.57245242,128.7233384,2018-09-10,B090027,한국교육개발원
B000011232,가조중학교,중학교,1953-05-07,공립,본교,운영,경상남도 거창군 가조면 마상리 321-1,경상남도 거창군 가조면 가조가야로 1101-23(가조면. 가조중학교),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2018-08-22,35.71217412,128.014988,2018-09-10,B090027,한국교육개발원
B000011233,거창중학교고제분교장,중학교,1972-03-01,공립,분교,운영,경상남도 거창군 고제면 농산리 184,경상남도 거창군 고제면 고제로 48(고제면),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2018-08-22,35.81381493,127.8734752,2018-09-10,B090027,한국교육개발원
B000011858,과천외국어고등학교,고등학교,1990-03-05,사립,본교,운영,경기도 과천시 중앙동 11,경기도 과천시 희망길 36(중앙동.과천외국어고등학교),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.432386,126.9889526,2018-09-10,B090027,한국교육개발원
B000012732,광탄고등학교,고등학교,1975-11-14,사립,본교,운영,경기도 파주시 광탄면 신산리 232,경기도 파주시 광탄면 혜음로 1128번길 16 (광탄면),7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2018-08-22,37.78317499,126.8487861,2018-09-10,B090027,한국교육개발원
B000011226,거창대성중학교,중학교,1950-07-05,사립,본교,운영,경상남도 거창군 거창읍 가지리 324,경상남도 거창군 거창읍 성산길 1. 거창대성중학교 (거창읍),9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2018-08-22,35.69167811,127.9017335,2018-09-10,B090027,한국교육개발원
B000007384,동명초등학교,초등학교,1934-05-01,공립,본교,운영,경상북도 칠곡군 동명면 금암리 302-4,경상북도 칠곡군 동명면 금암동석3길 5 (동명면),8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2018-08-22,35.98698665,128.5545397,2018-09-10,B090027,한국교육개발원
B000007302,입암초등학교,초등학교,1933-05-15,공립,본교,운영,경상북도 영양군 입암면 신구리 272,경상북도 영양군 입암면 입암로 162(입암면),8750000,경상북도교육청,8891000,경상북도영양교육지원청,2013-11-29,2018-08-22,36.5996457,129.0873689,2018-09-10,B090027,한국교육개발원
B000004857,춘천삼육초등학교,초등학교,1972-05-02,사립,본교,운영,강원도 춘천시 동면 장학리 568-1,강원도 춘천시 동면 방죽길 56-10(동면),7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2018-08-22,37.91107706,127.7536795,2018-09-10,B090027,한국교육개발원
B000003190,삼산초등학교,초등학교,1931-10-29,공립,본교,운영,인천광역시 강화군 삼산면 석모리 249-2,인천광역시 강화군 삼산면 삼산북로 451. 삼산초등학교 (삼산면),7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2018-08-22,37.70349622,126.3223472,2018-09-10,B090027,한국교육개발원
B000003506,내황초등학교,초등학교,1991-03-01,공립,본교,운영,울산광역시 중구 반구동 395,울산광역시 중구 내황13길 53. 내황초등학교 (반구동),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.55182158,129.3489924,2018-09-10,B090027,한국교육개발원
B000003508,우정초등학교,초등학교,1985-06-01,공립,본교,운영,울산광역시 중구 우정동 707,울산광역시 중구 평동길 40(우정동. 우정초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.56031926,129.3067156,2018-09-10,B090027,한국교육개발원
B000003510,함월초등학교,초등학교,1980-05-01,공립,본교,운영,울산광역시 중구 복산동 504,울산광역시 중구 학성1길 25(복산동.함월초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.55916209,129.3292796,2018-09-10,B090027,한국교육개발원
B000003512,화진초등학교,초등학교,1934-04-01,공립,본교,운영,울산광역시 동구 방어동 75,울산광역시 동구 방어진순환도로 543. 화진초등학교 (방어동),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.49151745,129.4250661,2018-09-10,B090027,한국교육개발원
B000007684,계동초등학교,초등학교,2002-09-02,공립,본교,운영,경상남도 김해시 대청동 333-1,경상남도 김해시 계동로 96 (대청동),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.1846582,128.7948332,2018-09-10,B090027,한국교육개발원
B000004971,철암초등학교,초등학교,1941-11-11,공립,본교,운영,강원도 태백시 철암동 341-2,강원도 태백시 동태백로 584(철암동.철암초등학교),7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2018-08-22,37.12223076,129.0422687,2018-09-10,B090027,한국교육개발원
B000010912,금천중학교,중학교,1952-02-10,공립,본교,운영,경상북도 청도군 금천면 동곡리 1000-1,경상북도 청도군 금천면 선암로 574-11 (금천면),8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2018-08-22,35.68790759,128.8947636,2018-09-10,B090027,한국교육개발원
B000010913,이서중학교,중학교,1952-05-15,사립,본교,운영,경상북도 청도군 이서면 서원리 331-3,경상북도 청도군 이서면 학산1길 22(이서면. 이서고등학교.이서중학교),8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2018-08-22,35.66225521,128.6696642,2018-09-10,B090027,한국교육개발원
B000010266,군산대성중학교,중학교,1966-03-11,사립,본교,운영,전라북도 군산시 임피면 읍내리 535-4,전라북도 군산시 임피면 임피향교길 44-6 (임피면. 대성중학교),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2018-08-22,35.98885821,126.8489417,2018-09-10,B090027,한국교육개발원
B000011242,대병중학교,중학교,1956-02-13,사립,본교,운영,경상남도 합천군 대병면 회양리 904,경상남도 합천군 대병면 신성동길 53-16. . (대병면),9010000,경상남도교육청,9221000,경상남도합천교육지원청,2013-11-29,2018-08-22,35.51876806,128.0118653,2018-09-10,B090027,한국교육개발원
B000011555,동해상업고등학교,고등학교,1970-05-25,공립,본교,운영,강원도 동해시 발한동 620-3,강원도 동해시 느릅재길 65(발한동),7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2018-08-22,37.54387441,129.0947482,2018-09-10,B090027,한국교육개발원
B000011558,삼척마이스터고등학교,고등학교,1956-02-28,공립,본교,운영,강원도 삼척시 근덕면 교가리 540,강원도 삼척시 근덕면 삼척로 3700(근덕면. 삼척마이스터고등학교),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2018-08-22,37.3844889,129.2252084,2018-09-10,B090027,한국교육개발원
B000005287,수곡초등학교,초등학교,1995-03-02,공립,본교,운영,충청북도 청주시 서원구 수곡동 779,충청북도 청주시 서원구 수곡로 73 (수곡동. 수곡초등학교),8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2018-08-22,36.6182434,127.4712585,2018-09-10,B090027,한국교육개발원
B000009118,구영중학교,중학교,2008-03-01,공립,본교,운영,울산광역시 울주군 범서읍 구영리 753-2,울산광역시 울주군 범서읍 점촌3길 46 (범서읍. 구영중학교),7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2018-08-22,35.572425,129.2364704,2018-09-10,B090027,한국교육개발원
B000012388,동대전고등학교,고등학교,1983-03-10,공립,본교,운영,대전광역시 대덕구 중리동 234-3,대전광역시 대덕구 청림길 33 (중리동. 동대전고등학교),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2018-08-22,36.35685403,127.4236575,2018-09-10,B090027,한국교육개발원
B000024035,대구대실초등학교,초등학교,2016-03-01,공립,본교,운영,대구광역시 달성군 다사읍 죽곡리 820,대구광역시 달성군 다사읍 대실역남로 1길 31 (다사읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.85310922,128.4680967,2018-09-10,B090027,한국교육개발원
B000004760,포천초등학교,초등학교,1911-09-01,공립,본교,운영,경기도 포천시 신읍동 133,경기도 포천시 신읍길 40(신읍동.포천초등학교),7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2018-08-22,37.89675855,127.1971839,2018-09-10,B090027,한국교육개발원
B000005004,상평초등학교공수전분교장,초등학교,1946-05-25,공립,분교,운영,강원도 양양군 서면 공수전리 31-6,강원도 양양군 서면 구룡령로 2855(서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2018-08-22,38.0417294,128.5573098,2018-09-10,B090027,한국교육개발원
B000004489,냉천초등학교,초등학교,1995-05-01,공립,본교,운영,경기도 고양시 일산동구 마두동 830,경기도 고양시 일산동구 산두로 99. 냉천초등학교 (마두동),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.6663969,126.7859717,2018-09-10,B090027,한국교육개발원
B000004539,대곡초등학교,초등학교,1970-03-01,공립,본교,운영,경기도 고양시 덕양구 대장동 226-2,경기도 고양시 덕양구 대주로 138-50. 대곡초등학교 (대장동. 대곡초등학교),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.6410069,126.8126151,2018-09-10,B090027,한국교육개발원
B000004522,주엽초등학교,초등학교,1994-03-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 100 주엽초등학교,경기도 고양시 일산서구 강선로 29(주엽동. 주엽초등학교),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.66714584,126.7617827,2018-09-10,B090027,한국교육개발원
B000003514,주전초등학교,초등학교,1946-11-20,공립,본교,운영,울산광역시 동구 주전동 277,울산광역시 동구 동해안로 575 (주전동. 주전초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.55779975,129.4569073,2018-09-10,B090027,한국교육개발원
B000003520,녹수초등학교,초등학교,1994-03-01,공립,본교,운영,울산광역시 동구 서부동 257-10,울산광역시 동구 봉수로 545 (서부동. 녹수초등학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.53066082,129.4283312,2018-09-10,B090027,한국교육개발원
B000003521,남목초등학교,초등학교,1921-05-09,공립,본교,운영,울산광역시 동구 서부동 370,울산광역시 동구 옥류로 33 (서부동),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.54211133,129.4247221,2018-09-10,B090027,한국교육개발원
B000023263,세종고등학교,고등학교,1926-10-06,공립,본교,운영,세종특별자치시 조치원읍 서창리 30-2,세종특별자치시 조치원읍 조치원중고길 10. 세종고등학교 (조치원읍),9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2018-08-22,36.61052966,127.2994816,2018-09-10,B090027,한국교육개발원
B000023268,청담고등학교,고등학교,1975-12-01,사립,본교,운영,경기도 평택시 팽성읍 송화리 821 821,경기도 평택시 팽성읍 팽성송화로 192 192,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2016-12-19,36.9627249,127.0614106,2018-09-10,B090027,한국교육개발원
B000009803,미로중학교,중학교,1971-04-21,공립,본교,운영,강원도 삼척시 미로면 하거노리 449,강원도 삼척시 미로면 강원남부로 3907(미로면),7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2018-08-22,37.41078465,129.1043317,2018-09-10,B090027,한국교육개발원
B000004737,만송초등학교,초등학교,2011-03-01,공립,본교,운영,경기도 양주시 만송동 702,경기도 양주시 고읍로 117-32. 만송초등학교 (만송동),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2018-08-22,37.79738086,127.0850962,2018-09-10,B090027,한국교육개발원
B000004746,연곡초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 양주시 백석읍 연곡리 13-3,경기도 양주시 백석읍 월암로170번길 107(백석읍.연곡초등학교),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2018-08-22,37.80735292,126.9618484,2018-09-10,B090027,한국교육개발원
B000005089,봉래초등학교,초등학교,1946-05-20,공립,본교,운영,강원도 영월군 영월읍 덕포리 557,강원도 영월군 영월읍 중앙로 168-17(영월읍),7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2018-08-22,37.17669465,128.4759731,2018-09-10,B090027,한국교육개발원
B000004546,고양초등학교,초등학교,1909-05-01,공립,본교,운영,경기도 고양시 덕양구 고양동 236,경기도 고양시 덕양구 혜음로13번길 22-7. 고양초등학교 (고양동),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.7030317,126.8999337,2018-09-10,B090027,한국교육개발원
B000004549,내유초등학교,초등학교,1958-10-31,공립,본교,운영,경기도 고양시 덕양구 내유동 431-7,경기도 고양시 덕양구 통일로 1132. 내유초등학교 (내유동),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.7153948,126.8518566,2018-09-10,B090027,한국교육개발원
B000006832,금일동초등학교,초등학교,1946-11-04,공립,본교,운영,전라남도 완도군 금일읍 월송리 250,전라남도 완도군 금일읍 월송1길 18-13 (금일읍),8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2018-08-22,34.34000424,127.0553522,2018-09-10,B090027,한국교육개발원
B000009072,학성여자중학교,중학교,1946-10-15,공립,본교,운영,울산광역시 중구 태화동 747-1,울산광역시 중구 명정3길 12(태화동. 학성여자중학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.55542105,129.2912135,2018-09-10,B090027,한국교육개발원
B000009073,성안중학교,중학교,2001-03-05,공립,본교,운영,울산광역시 중구 성안동 519-8,울산광역시 중구 성안2길 30(성안동. 성안중학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.57278036,129.3176359,2018-09-10,B090027,한국교육개발원
B000009110,울산강남중학교,중학교,1983-01-15,공립,본교,운영,울산광역시 남구 삼산동 1535-1,울산광역시 남구 돋질로 325번길 14 (삼산동.울산강남중학교),7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2018-08-22,35.54592163,129.3411602,2018-09-10,B090027,한국교육개발원
B000007152,영천초등학교,초등학교,1911-09-01,공립,본교,운영,경상북도 영천시 금노동 504-1,경상북도 영천시 천문로 253(금노동. 영천초등학교),8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2018-08-22,35.96141983,128.9321647,2018-09-10,B090027,한국교육개발원
B000005883,대술초등학교,초등학교,1931-06-01,공립,본교,운영,충청남도 예산군 대술면 화천리 372-2,충청남도 예산군 대술면 원농리길 12(대술면. 대술초등학교),8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2018-08-22,36.6571414,126.8948886,2018-09-10,B090027,한국교육개발원
B000004307,나룰초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 하남시 덕풍동 803,경기도 하남시 덕풍북로 260(덕풍동),7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2018-08-22,37.54849096,127.2090086,2018-09-10,B090027,한국교육개발원
B000011659,여수해양과학고등학교,고등학교,1980-03-08,공립,본교,운영,전라남도 여수시 돌산읍 군내리 139,전라남도 여수시 돌산읍 돌산로 1201-18. 여수해양과학고등학교 (돌산읍),8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2018-08-22,34.61507951,127.7266878,2018-09-10,B090027,한국교육개발원
B000009090,진장중학교,중학교,2004-03-01,공립,본교,운영,울산광역시 북구 진장동 687-1,울산광역시 북구 진장10길 24. 진장중학교 (진장동),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.56362477,129.3582917,2018-09-10,B090027,한국교육개발원
B000009440,예당중학교,중학교,2011-03-01,공립,본교,운영,경기도 화성시 석우동 61-1,경기도 화성시 노작로 226-35(석우동),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2018-08-22,37.20787069,127.0792785,2018-09-10,B090027,한국교육개발원
B000006028,군산금광초등학교,초등학교,1953-04-29,공립,본교,운영,전라북도 군산시 금광동 168,전라북도 군산시 대학로 100 (금광동),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2018-08-22,35.98232475,126.7057858,2018-09-10,B090027,한국교육개발원
B000006029,군산월명초등학교,초등학교,1988-09-01,공립,본교,운영,전라북도 군산시 송풍동 925-3,전라북도 군산시 청소년회관로 23(송풍동. 군산월명초등학교),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2018-08-22,35.97843605,126.7002548,2018-09-10,B090027,한국교육개발원
B000011027,창원동중학교,중학교,2009-03-02,공립,본교,운영,경상남도 창원시 의창구 동읍 신방리 868,경상남도 창원시 의창구 동읍로 189 (동읍.창원동중학교),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2018-08-22,35.29113266,128.6753808,2018-09-10,B090027,한국교육개발원
B000007428,기성초등학교,초등학교,1926-10-01,공립,본교,운영,경상북도 울진군 기성면 척산리 194,경상북도 울진군 기성면 척산2길 24-5(기성면.기성초등학교),8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2018-08-22,36.7975846,129.4492083,2018-09-10,B090027,한국교육개발원
B000007430,노음초등학교,초등학교,1936-09-28,공립,본교,운영,경상북도 울진군 근남면 노음리 586,경상북도 울진군 근남면 노음6길 22 (근남면. 노음초등학교),8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2018-08-22,36.95842073,129.3914227,2018-09-10,B090027,한국교육개발원
B000009533,양진중학교,중학교,2008-06-05,공립,본교,운영,경기도 안성시 공도읍 진사리 135-8,경기도 안성시 공도읍 진사1길 37(공도읍. 양진중학교),7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2018-08-22,36.98633597,127.1436938,2018-09-10,B090027,한국교육개발원
B000011535,일산국제컨벤션고등학교,고등학교,1994-03-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 41,경기도 고양시 일산서구 고봉로 133(주엽동),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.67258802,126.7721437,2018-09-10,B090027,한국교육개발원
B000011536,경기영상과학고등학교,고등학교,1997-03-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 95,경기도 고양시 일산서구 강선로 8(주엽동),7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2018-08-22,37.66531012,126.7620059,2018-09-10,B090027,한국교육개발원
B000024401,서진초등학교,초등학교,2014-03-03,공립,본교,운영,경상남도 진주시 평거동 800,경상남도 진주시 새평거로 85(평거동),9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2018-08-22,35.16876595,128.0569216,2018-09-10,B090027,한국교육개발원
B000007408,서벽초등학교,초등학교,1952-04-01,공립,본교,운영,경상북도 봉화군 춘양면 서벽리 349-2,경상북도 봉화군 춘양면 춘양로 1424 (춘양면. 서벽초등학교),8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2018-08-22,37.00842962,128.833596,2018-09-10,B090027,한국교육개발원
B000007670,삼방초등학교,초등학교,1992-03-01,공립,본교,운영,경상남도 김해시 삼방동 675,경상남도 김해시 삼안로235번길 20. 삼방초등학교 (삼방동),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.24878744,128.9077183,2018-09-10,B090027,한국교육개발원
B000010586,산이중학교,중학교,1967-03-17,공립,본교,운영,전라남도 해남군 산이면 초송리 527,전라남도 해남군 산이면 비석길 98-2. 산이중학교 (산이면),8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2018-08-22,34.64518504,126.448975,2018-09-10,B090027,한국교육개발원
B000009075,남외중학교,중학교,2007-03-02,공립,본교,운영,울산광역시 중구 남외동 502-1,울산광역시 중구 남외3길 50 (남외동. 남외중학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.56656979,129.3484476,2018-09-10,B090027,한국교육개발원
B000009077,유곡중학교,중학교,2003-03-05,공립,본교,운영,울산광역시 중구 태화동 196,울산광역시 중구 유곡로 85 (태화동. 유곡중학교),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2018-08-22,35.55905445,129.299301,2018-09-10,B090027,한국교육개발원
