학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000008899,대자중학교,중학교,2007-03-01,공립,본교,운영,광주광역시 서구 동천동 649,광주광역시 서구 하남대로 680번길 27. 대자중학교 (동천동),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2018-08-22,35.16887377,126.8674704,2018-09-10,B090027,한국교육개발원
B000007238,남성초등학교,초등학교,1945-05-04,공립,본교,운영,경상북도 경산시 평산동 36,경상북도 경산시 원효로 375 (평산동),8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2018-08-22,35.81340555,128.7761829,2018-09-10,B090027,한국교육개발원
B000007245,다문초등학교,초등학교,1943-10-01,공립,본교,운영,경상북도 경산시 진량읍 다문리 261,경상북도 경산시 진량읍 다문로70길 85(진량읍. 다문초등학교),8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2018-08-22,35.87129904,128.8507794,2018-09-10,B090027,한국교육개발원
B000007573,금성초등학교,초등학교,1943-10-21,공립,본교,운영,경상남도 진주시 초전동 686-1,경상남도 진주시 말티고개로123번길 19. 금성초등학교 (초전동. 금성초등학교),9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2018-08-22,35.19779169,128.1149634,2018-09-10,B090027,한국교육개발원
B000007247,금락초등학교,초등학교,1999-03-01,공립,본교,운영,경상북도 경산시 하양읍 금락리 396-2,경상북도 경산시 하양읍 대학로296길 9-5 금락초등학교 (하양읍),8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2018-08-22,35.91095677,128.8239329,2018-09-10,B090027,한국교육개발원
B000002904,대구덕인초등학교,초등학교,1989-11-01,공립,본교,운영,대구광역시 달서구 본리동 407-1,대구광역시 달서구 대명천로 43길 66 (본리동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.83896163,128.5349705,2018-09-10,B090027,한국교육개발원
B000002905,대구남부초등학교,초등학교,1976-11-25,공립,본교,운영,대구광역시 달서구 성당동 660,대구광역시 달서구 야외음악당로15길 46. 대구남부초등학교 (성당동. 대구남부초등학교),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.84467546,128.5504276,2018-09-10,B090027,한국교육개발원
B000002906,대구신서초등학교,초등학교,1998-05-06,공립,본교,운영,대구광역시 달서구 신당동 1733,대구광역시 달서구 계대동문로3길 46(신당동. 신서초등학교),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.85762859,128.494671,2018-09-10,B090027,한국교육개발원
B000012202,대륜고등학교,고등학교,1921-09-15,사립,본교,운영,대구광역시 수성구 만촌동 산 241,대구광역시 수성구 달구벌대로 2700 (만촌동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.85304009,128.6557518,2018-09-10,B090027,한국교육개발원
B000012205,대구혜화여자고등학교,고등학교,1983-11-21,사립,본교,운영,대구광역시 수성구 만촌동 1256-26,대구광역시 수성구 교학로 12길 62 (만촌동. 혜화여자고등학교),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.8503581,128.6480784,2018-09-10,B090027,한국교육개발원
B000007111,금오초등학교,초등학교,1974-07-01,공립,본교,운영,경상북도 구미시 원평동 504,경상북도 구미시 산책길 19 (원평동),8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2018-08-22,36.12407457,128.3347517,2018-09-10,B090027,한국교육개발원
B000003953,나산초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 용인시 기흥구 보라동 613,경기도 용인시 기흥구 한보라1로43번길 8(보라동),7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2018-08-22,37.25030665,127.1089779,2018-09-10,B090027,한국교육개발원
B000002931,대구화남초등학교,초등학교,1999-03-01,공립,본교,운영,대구광역시 달성군 화원읍 명곡리 113,대구광역시 달성군 화원읍 명천로 181. 대구화남초등학교 (화원읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.79988505,128.4982787,2018-09-10,B090027,한국교육개발원
B000002933,대구화원초등학교,초등학교,1920-06-20,공립,본교,운영,대구광역시 달성군 화원읍 천내리 417,대구광역시 달성군 화원읍 비슬로 2580. 대구화원초등학교 (화원읍. 대구화원초등학교),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.80291682,128.4995743,2018-09-10,B090027,한국교육개발원
B000002935,대구금포초등학교,초등학교,1943-04-01,공립,본교,운영,대구광역시 달성군 논공읍 금포리 1496,대구광역시 달성군 논공읍 금포초등길 28. 대구금포초등학교 (논공읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.77454261,128.4257409,2018-09-10,B090027,한국교육개발원
B000002936,대구북동초등학교,초등학교,1955-09-18,공립,본교,운영,대구광역시 달성군 논공읍 남리 1119,대구광역시 달성군 논공읍 논공로11길 18. 대구북동초등학교 (논공읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.72981344,128.4397593,2018-09-10,B090027,한국교육개발원
B000007444,내서초등학교,초등학교,1923-11-01,공립,본교,운영,경상남도 창원시 마산회원구 두척동 550-1,경상남도 창원시 마산회원구 북성로 480(두척동. 내서초등학교),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2018-08-22,35.23770882,128.5453983,2018-09-10,B090027,한국교육개발원
B000003244,대자초등학교,초등학교,1991-05-06,공립,본교,운영,광주광역시 북구 운암동 782-6,광주광역시 북구 대자로 5. 대자초등학교 (운암동),7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2018-08-22,35.17367108,126.8727441,2018-09-10,B090027,한국교육개발원
B000006821,노화초등학교,초등학교,1932-09-01,공립,본교,운영,전라남도 완도군 노화읍 도청리 324,전라남도 완도군 노화읍 노화서로 149 (노화읍),8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2018-08-22,34.19539761,126.5701559,2018-09-10,B090027,한국교육개발원
B000006822,노화북초등학교,초등학교,1961-05-15,공립,본교,운영,전라남도 완도군 노화읍 신양리 452-1,전라남도 완도군 노화읍 신목길 102 (노화읍.노화북초교),8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2018-08-22,34.21576636,126.577506,2018-09-10,B090027,한국교육개발원
B000006823,넙도초등학교,초등학교,1943-04-01,공립,본교,운영,전라남도 완도군 노화읍 내리 488-1,전라남도 완도군 노화읍 넙도길 294-31. 넙도초등학교 (노화읍),8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2018-08-22,34.18837558,126.5043789,2018-09-10,B090027,한국교육개발원
B000006824,노화중앙초등학교,초등학교,1972-03-08,공립,본교,운영,전라남도 완도군 노화읍 이포리 674,전라남도 완도군 노화읍 이목25번길 49-13 (노화읍),8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2018-08-22,34.17871031,126.5724113,2018-09-10,B090027,한국교육개발원
B000003739,당촌초등학교,초등학교,1992-06-01,공립,본교,운영,경기도 성남시 분당구 분당동 36,경기도 성남시 분당구 분당로 196(분당동),7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2018-08-22,37.37370826,127.1314362,2018-09-10,B090027,한국교육개발원
B000003745,낙생초등학교,초등학교,1922-05-01,공립,본교,운영,경기도 성남시 분당구 판교동 551,경기도 성남시 분당구 서판교로74번길 11. 낙생초등학교 (판교동. 낙생초등학교),7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2018-08-22,37.3944505,127.0990439,2018-09-10,B090027,한국교육개발원
B000003870,달안초등학교,초등학교,1991-03-11,공립,본교,운영,경기도 안양시 동안구 비산동 1109-1,경기도 안양시 동안구 동안로 178(비산동.달안초등학교),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.39429481,126.9501245,2018-09-10,B090027,한국교육개발원
B000002636,녹명초등학교,초등학교,1946-09-30,공립,본교,운영,부산광역시 강서구 녹산동 228,부산광역시 강서구 낙동남로 617 (녹산동.녹명초등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.11484347,128.8858738,2018-09-10,B090027,한국교육개발원
B000002640,대사초등학교,초등학교,1946-06-01,공립,본교,운영,부산광역시 강서구 강동동 101-64,부산광역시 강서구 낙동북로 73번길 29. (강동동.대사초등학교) (강동동),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.2200013,128.9384798,2018-09-10,B090027,한국교육개발원
B000005860,금당초등학교,초등학교,1954-06-28,공립,본교,운영,충청남도 홍성군 홍동면 금당리 656,충청남도 홍성군 홍동면 초롱산길 9 (홍동면.금당초교),8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2018-08-22,36.56844632,126.7246418,2018-09-10,B090027,한국교육개발원
B000005861,금마초등학교,초등학교,1929-04-01,공립,본교,운영,충청남도 홍성군 금마면 부평리 108,충청남도 홍성군 금마면 광금북로 484(금마면),8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2018-08-22,36.61345382,126.7323959,2018-09-10,B090027,한국교육개발원
B000002643,대상초등학교,초등학교,1908-05-01,공립,본교,운영,부산광역시 강서구 대저1동 2355-1,부산광역시 강서구 대저로 249 (대저1동),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.21478907,128.9796864,2018-09-10,B090027,한국교육개발원
B000002645,대저초등학교,초등학교,1922-03-19,공립,본교,운영,부산광역시 강서구 대저1동 1605,부산광역시 강서구 대저로 29번길 27 (대저1동. 대저초등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.21573276,128.9547874,2018-09-10,B090027,한국교육개발원
B000002919,대구장성초등학교,초등학교,2004-09-01,공립,본교,운영,대구광역시 달서구 장기동 48,대구광역시 달서구 달구벌대로 1429-11(장기동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.8508223,128.523092,2018-09-10,B090027,한국교육개발원
B000002922,대구파호초등학교,초등학교,2000-03-01,공립,본교,운영,대구광역시 달서구 호산동 350-1,대구광역시 달서구 달서대로109안길 76. 대구파호초등학교 (호산동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.85027945,128.4814778,2018-09-10,B090027,한국교육개발원
B000002924,대구다사초등학교,초등학교,1934-09-14,공립,본교,운영,대구광역시 달성군 다사읍 매곡리 457,대구광역시 달성군 다사읍 다사로 86. 대구다사초등학교 (다사읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.86896903,128.4591207,2018-09-10,B090027,한국교육개발원
B000002925,대구왕선초등학교,초등학교,2008-03-01,공립,본교,운영,대구광역시 달성군 다사읍 매곡리 1542,대구광역시 달성군 다사읍 대실역북로 93. 대구왕선초등학교 (다사읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.86315215,128.4656123,2018-09-10,B090027,한국교육개발원
B000002927,대구서재초등학교,초등학교,1938-08-29,공립,본교,운영,대구광역시 달성군 다사읍 서재리 262,대구광역시 달성군 다사읍 서재로 100 (다사읍),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.87214325,128.4985133,2018-09-10,B090027,한국교육개발원
B000002928,대구도림초등학교,초등학교,2004-03-01,공립,본교,운영,대구광역시 달성군 다사읍 서재리 32,대구광역시 달성군 다사읍 서재로26길 94. 도림초등학교 (다사읍. 대구도림초등학교),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.87810529,128.5000158,2018-09-10,B090027,한국교육개발원
B000002930,대구천내초등학교,초등학교,2003-03-01,공립,본교,운영,대구광역시 달성군 화원읍 구라리 1557,대구광역시 달성군 화원읍 성천로 192. 성천로 192 (화원읍. 천내초등학교),7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2018-08-22,35.80964895,128.5018573,2018-09-10,B090027,한국교육개발원
B000003347,대전가오초등학교,초등학교,2006-09-01,공립,본교,운영,대전광역시 동구 가오동 498,대전광역시 동구 신기로 112. 대전가오초등학교 (가오동),7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2018-08-22,36.3105673,127.4578652,2018-09-10,B090027,한국교육개발원
B000005359,내수초등학교,초등학교,1917-11-24,공립,본교,운영,충청북도 청주시 청원구 내수읍 마산리 171,충청북도 청주시 청원구 내수읍 마산1길 114-1 (내수읍.내수초등학교),8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2018-08-22,36.726789,127.5374438,2018-09-10,B090027,한국교육개발원
B000007332,금천초등학교,초등학교,1919-06-02,공립,본교,운영,경상북도 청도군 금천면 동곡리 905,경상북도 청도군 금천면 동곡1길 11-5 (금천면),8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2018-08-22,35.67930523,128.8946314,2018-09-10,B090027,한국교육개발원
B000006170,능교초등학교,초등학교,1934-06-03,공립,본교,운영,전라북도 정읍시 산내면 능교리 507-1,전라북도 정읍시 산내면 능교3길 13-5(산내면),8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2018-08-22,35.56815299,127.0314234,2018-09-10,B090027,한국교육개발원
B000023778,능실중학교,중학교,2013-03-01,공립,본교,운영,경기도 수원시 권선구 호매실동 1390,경기도 수원시 권선구 호매실로 165번길 28-1(호매실동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2018-08-22,37.26079942,126.9558895,2018-09-10,B090027,한국교육개발원
B000007324,남성현초등학교,초등학교,1943-06-19,공립,본교,운영,경상북도 청도군 화양읍 삼신리 257,경상북도 청도군 화양읍 남성현로 473-11(화양읍. 남성현초등학교),8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2018-08-22,35.69633791,128.7162441,2018-09-10,B090027,한국교육개발원
B000002630,금명초등학교,초등학교,2002-09-01,공립,본교,운영,부산광역시 북구 금곡동 1896,부산광역시 북구 화명신도시로 197. 금명초등학교 (금곡동. 금명초등학교),7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2018-08-22,35.24157224,129.0110585,2018-09-10,B090027,한국교육개발원
B000007660,김해봉황초등학교,초등학교,1970-04-01,공립,본교,운영,경상남도 김해시 전하동 518,경상남도 김해시 전하로198번길 5(전하동. 봉황초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.22214006,128.869829,2018-09-10,B090027,한국교육개발원
B000007664,김해활천초등학교,초등학교,1945-05-20,공립,본교,운영,경상남도 김해시 지내동 297-5,경상남도 김해시 삼안로24번길 7(지내동. 김해활천초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.23173135,128.9182125,2018-09-10,B090027,한국교육개발원
B000007668,김해내동초등학교,초등학교,1990-03-01,공립,본교,운영,경상남도 김해시 내동 168,경상남도 김해시 평전로 151(내동. 내동초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.24242067,128.858945,2018-09-10,B090027,한국교육개발원
B000007672,김해삼성초등학교,초등학교,1948-05-23,공립,본교,운영,경상남도 김해시 삼정동 635-1,경상남도 김해시 인제로51번길 42. 김해삼성초등학교 (삼정동.김해삼성초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.23361573,128.9002062,2018-09-10,B090027,한국교육개발원
B000007673,김해대곡초등학교,초등학교,2005-09-01,공립,본교,운영,경상남도 김해시 어방동 627,경상남도 김해시 활천로 195-71. 김해대곡초등학교 (어방동. 김해대곡초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.24403019,128.898689,2018-09-10,B090027,한국교육개발원
B000007674,김해외동초등학교,초등학교,1993-09-06,공립,본교,운영,경상남도 김해시 외동 1218,경상남도 김해시 금관대로1190번길 55-7(외동.김해외동초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.23240234,128.8575933,2018-09-10,B090027,한국교육개발원
B000007675,김해가야초등학교,초등학교,2000-03-06,공립,본교,운영,경상남도 김해시 외동 830,경상남도 김해시 분성로3번길 45(외동. 가야초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.23638014,128.8509812,2018-09-10,B090027,한국교육개발원
B000007676,금산초등학교,초등학교,1949-10-06,공립,본교,운영,경상남도 김해시 진영읍 좌곤리 356-1,경상남도 김해시 진영읍 하계로 3(진영읍),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2018-08-22,35.29191872,128.7085225,2018-09-10,B090027,한국교육개발원
B000002810,대구서부초등학교,초등학교,1919-06-01,공립,본교,운영,대구광역시 서구 비산동 405-1,대구광역시 서구 달서로 26길 25 (비산동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.87389244,128.5740552,2018-09-10,B090027,한국교육개발원
B000005669,금성초등학교,초등학교,1935-06-01,공립,본교,운영,충청남도 아산시 인주면 금성리 83,충청남도 아산시 인주면 인주로 129(인주면.금성초등학교),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2018-08-22,36.84427344,126.8796662,2018-09-10,B090027,한국교육개발원
B000005677,남창초등학교,초등학교,1964-04-01,공립,본교,운영,충청남도 아산시 둔포면 신남리 230,충청남도 아산시 둔포면 신남북길 16(둔포면),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2018-08-22,36.92056266,127.0006959,2018-09-10,B090027,한국교육개발원
B000002811,대구대성초등학교,초등학교,1933-12-01,공립,본교,운영,대구광역시 서구 비산동 169-1,대구광역시 서구 국채보상로 426(비산동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.87106791,128.5773543,2018-09-10,B090027,한국교육개발원
B000002812,대구비봉초등학교,초등학교,1985-12-20,공립,본교,운영,대구광역시 서구 비산동 705-1,대구광역시 서구 달서로45길 30(비산동.비봉초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.88317975,128.5685192,2018-09-10,B090027,한국교육개발원
B000002813,대구북비산초등학교,초등학교,1972-05-26,공립,본교,운영,대구광역시 서구 비산동 786-1,대구광역시 서구 통학로48길 7 (비산동. 북비산초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.88176842,128.5641094,2018-09-10,B090027,한국교육개발원
B000002814,대구인지초등학교,초등학교,1943-04-14,공립,본교,운영,대구광역시 서구 비산동 1025-10,대구광역시 서구 서대구로 66길 20 (비산동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.88674954,128.5668868,2018-09-10,B090027,한국교육개발원
B000002818,대구서평초등학교,초등학교,1983-12-08,공립,본교,운영,대구광역시 서구 평리동 574-6,대구광역시 서구 서대구로 45길 60 (평리동.서평초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.87839282,128.5485208,2018-09-10,B090027,한국교육개발원
B000002819,대구비산초등학교,초등학교,1967-08-03,공립,본교,운영,대구광역시 서구 평리동 662-1,대구광역시 서구 통학로 202 (평리동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.8787485,128.5638596,2018-09-10,B090027,한국교육개발원
B000002820,대구평리초등학교,초등학교,1966-07-21,공립,본교,운영,대구광역시 서구 평리동 1070-37,대구광역시 서구 국채보상로 53길 6-5 (평리동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.87283645,128.5605386,2018-09-10,B090027,한국교육개발원
B000002821,대구서도초등학교,초등학교,1970-04-28,공립,본교,운영,대구광역시 서구 평리동 1111-1,대구광역시 서구 평리로 395. 서도초등학교 (평리동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.86707685,128.5658112,2018-09-10,B090027,한국교육개발원
B000003856,나눔초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 안양시 동안구 평촌동 109-1,경기도 안양시 동안구 흥안대로 414번길 22. 나눔초등학교 (평촌동),7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2018-08-22,37.39048986,126.9754929,2018-09-10,B090027,한국교육개발원
B000002900,대구성남초등학교,초등학교,1967-04-30,공립,본교,운영,대구광역시 달서구 두류동 812-1,대구광역시 달서구 성당로47길 35(두류동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.85330682,128.5723813,2018-09-10,B090027,한국교육개발원
B000002901,대구내당초등학교,초등학교,1954-04-01,공립,본교,운영,대구광역시 달서구 두류동 1202-1,대구광역시 달서구 명덕로 22-9 (두류동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.86070101,128.5724309,2018-09-10,B090027,한국교육개발원
B000002902,대구신흥초등학교,초등학교,1965-05-01,공립,본교,운영,대구광역시 달서구 두류동 472-1,대구광역시 달서구 두류공원로 257. 신흥초등학교 (두류동),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.85631244,128.5571864,2018-09-10,B090027,한국교육개발원
B000002903,대구성당초등학교,초등학교,1983-12-08,공립,본교,운영,대구광역시 달서구 본리동 166-1,대구광역시 달서구 대명천로 118 (본리동.성당초등학교),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2018-08-22,35.84050576,128.5473222,2018-09-10,B090027,한국교육개발원
B000003952,나곡초등학교,초등학교,2002-09-01,공립,본교,운영,경기도 용인시 기흥구 보라동 554,경기도 용인시 기흥구 사은로 126번길 26. 나곡초등학교 (보라동),7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2018-08-22,37.2536347,127.1190278,2018-09-10,B090027,한국교육개발원
B000003474,대덕초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 유성구 도룡동 396,대전광역시 유성구 대덕대로556번길 102(도룡동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2018-08-22,36.38513265,127.3808818,2018-09-10,B090027,한국교육개발원
B000003475,금성초등학교,초등학교,1942-04-01,공립,본교,운영,대전광역시 유성구 신성동 210-12,대전광역시 유성구 신성로72번길 5(신성동. 금성초등학교),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2018-08-22,36.38895306,127.3496634,2018-09-10,B090027,한국교육개발원
B000002844,대구칠성초등학교,초등학교,1939-04-20,공립,본교,운영,대구광역시 북구 침산동 211,대구광역시 북구 침산남로32길 17. 대구칠성초등학교 (침산동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.88631381,128.5939142,2018-09-10,B090027,한국교육개발원
B000002845,대구달산초등학교,초등학교,1984-03-01,공립,본교,운영,대구광역시 북구 침산동 402,대구광역시 북구 옥산로17길 37(침산동),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.88798342,128.5853192,2018-09-10,B090027,한국교육개발원
B000002847,대구태현초등학교,초등학교,1997-09-01,공립,본교,운영,대구광역시 북구 태전동 317-1,대구광역시 북구 태전로 95(태전동.대구태현초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2018-08-22,35.92820573,128.5408451,2018-09-10,B090027,한국교육개발원
B000005482,대소초등학교,초등학교,1929-05-01,공립,본교,운영,충청북도 음성군 대소면 오산리 186-1,충청북도 음성군 대소면 오태로 110-12. 대소초등학교 (대소면),8000000,충청북도교육청,8101000,충청북도음성교육지원청,2013-11-29,2018-08-22,36.96675995,127.4857141,2018-09-10,B090027,한국교육개발원
B000005484,능산초등학교,초등학교,1943-04-05,공립,본교,운영,충청북도 음성군 삼성면 능산리 203,충청북도 음성군 삼성면 금율로389번길 30. 능산초등학교 (삼성면),8000000,충청북도교육청,8101000,충청북도음성교육지원청,2013-11-29,2018-08-22,37.03933005,127.5385732,2018-09-10,B090027,한국교육개발원
B000005794,대왕초등학교,초등학교,1972-03-10,공립,본교,운영,충청남도 부여군 부여읍 가탑리 377-1,충청남도 부여군 부여읍 금성로 150(부여읍. 대왕초등학교),8140000,충청남도교육청,8231000,충청남도부여교육지원청,2013-11-29,2018-08-22,36.26845225,126.9274953,2018-09-10,B090027,한국교육개발원
B000002534,대남초등학교,초등학교,2001-03-01,공립,본교,운영,부산광역시 남구 대연동 238-38 대남초등학교,부산광역시 남구 황령대로 353번길 9-55. 대남초등학교 (대연동),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2018-08-22,35.14831691,129.0968809,2018-09-10,B090027,한국교육개발원
B000002535,대연초등학교,초등학교,1940-03-31,공립,본교,운영,부산광역시 남구 대연동 289-15,부산광역시 남구 진남로 18번길 11 (대연동.대연초등학교),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2018-08-22,35.13705916,129.0923796,2018-09-10,B090027,한국교육개발원
B000002739,대구남산초등학교,초등학교,1935-06-15,공립,본교,운영,대구광역시 중구 남산동 122,대구광역시 중구 남산로 70. 남산초등학교 (남산동),7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2018-08-22,35.86300415,128.5831538,2018-09-10,B090027,한국교육개발원
B000022969,논산공업고등학교,고등학교,1936-04-22,공립,본교,운영,충청남도 논산시 취암동 536-1,충청남도 논산시 시민로 365 (취암동.논산공업고등학교),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2018-08-22,36.1972564,127.0873228,2018-09-10,B090027,한국교육개발원
B000022970,논산고등학교,고등학교,1975-03-11,공립,본교,운영,충청남도 논산시 내동 494-4,충청남도 논산시 시민로 173-9(내동),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2018-08-22,36.18162006,127.0972252,2018-09-10,B090027,한국교육개발원
B000022971,논산여자상업고등학교,고등학교,1980-11-26,사립,본교,운영,충청남도 논산시 강산동 53,충청남도 논산시 시민로 197 (강산동),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2018-08-22,36.1841225,127.0955191,2018-09-10,B090027,한국교육개발원
B000022973,논산중학교,중학교,1951-10-17,공립,본교,운영,충청남도 논산시 부창동 50,충청남도 논산시 시민로397번길 28(부창동),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2018-08-22,36.1978781,127.0856775,2018-09-10,B090027,한국교육개발원
B000022998,논산여자중학교,중학교,1961-05-15,공립,본교,운영,충청남도 논산시 취암동 462-5,충청남도 논산시 중앙로 325 (취암동),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2018-08-22,36.19472041,127.0910514,2018-09-10,B090027,한국교육개발원
B000023002,논산여자고등학교,고등학교,1962-03-05,공립,본교,운영,충청남도 논산시 취암동 462-5,충청남도 논산시 중앙로 325(취암동),8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2018-08-22,36.19450131,127.0922884,2018-09-10,B090027,한국교육개발원
